fName,date,name,title,nWordsReport,nWordsCalc,distinctWords
Indobit-A-NYT1987 - April 1 - June 30-61.txt,"april 14, 1987",BRUCE SAVAN IS DEAD AT 59,BRUCE SAVAN IS DEAD AT 59; AGENT FOR MANY TOP ACTORS,384,440,253
Indobit-A-NYT1984_1-500-307.txt,"march 8, 1984",Henry Wilcoxon Dead at 78,Henry Wilcoxon Dead at 78; Screen Actor and Producer,141,171,100
Indobit-A-NYT1986_501-1000-225.txt,"october 18, 1986",ROBERT D. LILLEY IS DEAD AT 74,ROBERT D. LILLEY IS DEAD AT 74; FORMER PRESIDENT OF A.T.&T.,480,518,252
Indobit-A-NYT1987 - April 1 - June 30-404.txt,"june 29, 1987",Fred Landau Is Dead at 90,Fred Landau Is Dead at 90; Started Accounting Concern,165,198,107
Indobit-A-NYT1984_1001-1500-492.txt,"december 17, 1984",JAN PEERCE DIES AT AGE OF 80,JAN PEERCE DIES AT AGE OF 80; TENOR SANG AT MET 27 YEARS,1533,1860,753
Indobit-A-NYT1987 - April 1 - June 30-348.txt,"june 14, 1987",RALPH GULDAHL DIES AT 75,"RALPH GULDAHL DIES AT 75; GOLFER DOMINATED TOUR, THEN QUIT",450,559,273
Indobit-A-NYT1980_1-500-238.txt,"july 30, 1980",WILLIAM J. BAROODYSR. DIES AT 64,"WILLIAM J. BAROODYSR. DIES AT 64; William J.  Baroody Sr.,",292,325,171
Indobit-A-NYT1983 - Oct 1 - Dec 31-326.txt,"december 9, 1983",KatharineD.Brownell,"KatharineD.Brownell, Pediatrician,82",201,219,124
Indobit-A-NYT1984_501-1000-455.txt,"august 12, 1984",VIRGIL F. PARTCH IS DEAD AT 67,VIRGIL F. PARTCH IS DEAD AT 67; CARTOONIST DREW 'BIG GEORGE',474,557,304
Indobit-A-NYT1986_501-1000-483.txt,"december 13, 1986",Samuel Leveston Dies at 88,Samuel Leveston Dies at 88; Advised Families on Finances,132,150,98
Indobit-A-NYT1981 - July 1 - Sep 30-75.txt,"july 17, 1981",,,192,209,119
Indobit-A-NYT1984_501-1000-9.txt,"april 26, 1984",HARRY WILLIAMS 2ND,HARRY WILLIAMS 2ND; HELPED RAISE FUNDS FOR CANCER RESEARCH,285,298,180
Indobit-A-NYT1985 - Oct 1 - Dec 31-304.txt,"december 8, 1985",POTTER STEWART IS DEAD AT 70,POTTER STEWART IS DEAD AT 70; WAS ON HIGH COURT 23 YEARS,3021,2334,1000
Indobit-A-NYT1981 - Jan 1 - March 31-245.txt,"february 21, 1981",DR. FREDERIC FOX DIES AT 63,DR. FREDERIC FOX DIES AT 63; SPECIAL PRINCETON ASSISTANT,650,700,366
Indobit-A-NYT1981 - Oct 1 - Dec 31-102.txt,"october 20, 1981",DR. ALGERNON B. REESE DIES AT 85,DR. ALGERNON B. REESE DIES AT 85; EXPERT ON CLILDREN'S EYE DISEASE,491,517,260
Indobit-A-NYT1984_501-1000-174.txt,"june 3, 1984",,,164,186,98
Indobit-A-NYT1984_1001-1500-82.txt,"september 14, 1984",DONALD MCLEAN JR. DIES AT 73,DONALD MCLEAN JR. DIES AT 73; AIDED ROCKEFELLER PROGRAMS,355,400,211
Indobit-A-NYT1985 - April 1 - June 30-269.txt,"june 8, 1985",Max Ways Dead at 79,Max Ways Dead at 79; Retired Fortune Editor,205,235,138
Indobit-A-NYT1984_1-500-319.txt,"march 11, 1984",,,147,160,96
Indobit-A-NYT1986_1-500-235.txt,"february 24, 1986",Carl P. Ray Dies at 71,Carl P. Ray Dies at 71; Ex-Underwood Official,179,199,116
Indobit-A-NYT1982_1-500-42.txt,"january 10, 1982",ANTONIO MENDEZ DEAD AT 80,ANTONIO MENDEZ DEAD AT 80; EAST HARLEM POLITICAL LEADER,327,354,199
Indobit-A-NYT1982_1-500-400.txt,"march 30, 1982",GEN. NATHAN TWINING DIES AT 84,GEN. NATHAN TWINING DIES AT 84; JOINT CHIEFS OF STAFF CHAIRMAN IN 1950's,719,782,390
Indobit-A-NYT1983 - Jan 1 - March 31-2.txt,"january 1, 1983",ALBERT L. WILLIAMS DIES AT 71,ALBERT L. WILLIAMS DIES AT 71; I.B.M. PRESIDENT IN THE 1960'S,339,384,199
Indobit-A-NYT1985 - April 1 - June 30-143.txt,"may 3, 1985",MILTON S. EISENHOWER DIES AT 85,MILTON S. EISENHOWER DIES AT 85: SERVED AS ADVISER TO PRESIDENT,1327,1414,618
Indobit-A-NYT1985 - July 1 - Sep 30-291.txt,"august 28, 1985",William V. Banks Dies at 82,William V. Banks Dies at 82; Founded Detroit TV Station,144,167,100
Indobit-A-NYT1987 - April 1 - June 30-136.txt,"april 30, 1987",BOY,"BOY, 7, DIES IN AWAITING A 4TH LIVER",414,481,247
Indobit-A-NYT1985 - Oct 1 - Dec 31-142.txt,"october 31, 1985",M. Paul LeBlanc Dies at 64,M. Paul LeBlanc Dies at 64; Led Arthur Andersen & Co.,159,199,105
Indobit-A-NYT1983 - April 1 - June 30-122.txt,"april 28, 1983",TURNER CATLEDGE DIES AT 82,TURNER CATLEDGE DIES AT 82; FORMER EDITOR OF THE TIMES,3033,3406,1264
Indobit-A-NYT1982_1-500-1.txt,"january 1, 1982",CLARENCE HOILES DEAD AT 76,CLARENCE HOILES DEAD AT 76; FREEDOM NEWSPAPERS CHIEF,172,183,110
Indobit-A-NYT1987 - Jan 1 - March 31-205.txt,"february 20, 1987",HENRY-RUSSELL HITCHCOCK DEAD AT 83,HENRY-RUSSELL HITCHCOCK DEAD AT 83,1001,1087,490
Indobit-A-NYT1983 - April 1 - June 30-25.txt,"april 7, 1983",MARTHA SLEEPER IS DEAD AT 72,MARTHA SLEEPER IS DEAD AT 72; STAR OF FILMS AND BROADWAY,344,428,228
Indobit-A-NYT1986_1-500-77.txt,"january 15, 1986",RICHARD ROTHSCHILD 90,"RICHARD ROTHSCHILD 90, A WRITER",273,310,178
Indobit-A-NYT1982_501-1000-137.txt,"may 24, 1982",David P. Morgan Dies at 87,David P. Morgan Dies at 87; Retired Chemical Executive,186,194,114
Indobit-A-NYT1982_1-500-30.txt,"january 8, 1982",LADY HARTWEL L DIES IN BRITAIN AT AGE 67,LADY HARTWEL L DIES IN BRITAIN AT AGE 67; FRIEND OF STA TESMEN,268,275,143
Indobit-A-NYT1983 - Oct 1 - Dec 31-214.txt,"november 14, 1983",WilliamR.FisherJr.,"WilliamR.FisherJr.,47,Dies; Wall St. Securities Executive",183,209,119
Indobit-A-NYT1985 - Jan 1 - March 31-370.txt,"march 27, 1985",Dr. Peter Charanis Dies at 76,Dr. Peter Charanis Dies at 76; Retired Professor at Rutgers,135,153,81
Indobit-A-NYT1983 - Oct 1 - Dec 31-87.txt,"october 18, 1983",Jacob Scholer Is Dead at 96,Jacob Scholer Is Dead at 96; Helped to Found a Law Firm,142,175,106
Indobit-A-NYT1983 - July 1 - Sep 30-362.txt,"september 23, 1983",,,609,689,317
Indobit-A-NYT1983 - Oct 1 - Dec 31-321.txt,"december 8, 1983",Ivan F. Shpedko Dead at 65,Ivan F. Shpedko Dead at 65; Moscow's Envoy in Indonesia,157,174,108
Indobit-A-NYT1984_1-500-154.txt,"february 3, 1984",G,G,172,194,108
Indobit-A-NYT1987 - April 1 - June 30-282.txt,"june 2, 1987",John H. Grady Is Dead at 59,John H. Grady Is Dead at 59; Former Executive of I.B.M.,143,167,90
Indobit-A-NYT1982_501-1000-477.txt,"august 15, 1982",Joe E. Ross Dies at 67,Joe E. Ross Dies at 67; Actor in TV's 'Car 54',195,219,138
Indobit-A-NYT1985 - Jan 1 - March 31-163.txt,"february 7, 1985",HaroldJ.T.Isenberg,"HaroldJ.T.Isenberg,40,Head OTe",164,187,114
Indobit-A-NYT1984_1-500-39.txt,"january 11, 1984",Dimitrios Bitsios Dies at 68,Dimitrios Bitsios Dies at 68; Was Greek Foreign Minister,107,118,70
Indobit-A-NYT1985 - Jan 1 - March 31-132.txt,"january 28, 1985","Correction Appended JOSEPH J. SANCHEZ OF G.M. DIES AT 54","Correction Appended JOSEPH J. SANCHEZ OF G.M. DIES AT 54",536,592,283
Indobit-A-NYT1981 - Oct 1 - Dec 31-34.txt,"october 6, 1981",Fred Lindstrom Dies at 75,Fred Lindstrom Dies at 75; Ex-Giant Was Hall of Famer,453,250,149
Indobit-A-NYT1985 - July 1 - Sep 30-302.txt,"august 30, 1985",Margret Broadley Dies at 81,Margret Broadley Dies at 81; Author of Books on Careers,162,190,114
Indobit-A-NYT1985 - April 1 - June 30-84.txt,"april 22, 1985",BRAZIL,BRAZIL'S LEADER DIES AT AGE 75; NEVER SWORN IN,624,681,349
Indobit-A-NYT1984_1-500-23.txt,"january 7, 1984",ELEANOR WARD IS DEAD AT 72,ELEANOR WARD IS DEAD AT 72; DEALER FOR NEW U.S. ARTISTS,467,518,292
Indobit-A-NYT1985 - Jan 1 - March 31-375.txt,"march 29, 1985","Correction Appended MARC CHAGALL IS DEAD AT 97","Correction Appended MARC CHAGALL IS DEAD AT 97; ONE OF MODERN ART'S GIANTS",2478,2857,1173
Indobit-A-NYT1986_1001-1500-166.txt,"june 8, 1986",FRANCIS J. BARRY IS DEAD AT 79,FRANCIS J. BARRY IS DEAD AT 79; FOUNDER OF CIRCLE LINE TOURS,716,822,410
Indobit-A-NYT1981 - Oct 1 - Dec 31-114.txt,"october 22, 1981",JOSEPH A. SARAFITE IS DEAD AT 81,JOSEPH A. SARAFITE IS DEAD AT 81; EX-JUSTICE OF STATE SUPREME COURT,393,429,228
Indobit-A-NYT1984_501-1000-318.txt,"july 10, 1984",ALBERT H. bLUMENTHAL DIES AT 55,ALBERT H. bLUMENTHAL DIES AT 55; EX-MAJORITY LEADER OF ASSEMBLY,529,593,299
Indobit-A-NYT1980_1-500-458.txt,"september 26, 1980",Oliver T. Blackwell Is Dead at 57,Oliver T. Blackwell Is Dead at 57; Former Official With Katz Agency,163,163,99
Indobit-A-NYT1980_501-904-258.txt,"december 5, 1980",Dr. William Lehmann Dies at 91,Dr. William Lehmann Dies at 91; Professor Emeritus at Syracuse,177,181,103
Indobit-A-NYT1987 - Jan 1 - March 31-337.txt,"march 24, 1987",MORTON MINKY IS DEAD AT 85,MORTON MINKY IS DEAD AT 85; LAST OF A BURLESQUE DYNASTY,447,505,278
Indobit-A-NYT1983 - Oct 1 - Dec 31-146.txt,"october 31, 1983",,,177,198,116
Indobit-A-NYT1986_1-500-389.txt,"april 3, 1986",O,O'KELLY ISLEY,102,130,81
Indobit-A-NYT1985 - April 1 - June 30-133.txt,"may 2, 1985",ARCHIBALD CROSLEY DIES AT 88,ARCHIBALD CROSLEY DIES AT 88; HELPED DEVELOP SCIENTIFIC POLLING,653,707,361
Indobit-A-NYT1985 - April 1 - June 30-246.txt,"june 2, 1985",Robert Coe Dies at 83,Robert Coe Dies at 83; Former U.S. Diplomat,274,329,180
Indobit-A-NYT1984_1-500-83.txt,"january 19, 1984",David T. Tuma Is Dead at 44,David T. Tuma Is Dead at 44; Taught at Carnegie-Mellon U.,152,168,97
Indobit-A-NYT1987 - Jan 1 - March 31-86.txt,"january 19, 1987",PHILIP YOUNG IS DEAD AT 76,PHILIP YOUNG IS DEAD AT 76; EISENHOWER'S PERSONNEL CHIEF,769,836,429
Indobit-A-NYT1985 - July 1 - Sep 30-30.txt,"july 6, 1985",JAN E. DE QUAY IS DEAD AT 83,JAN E. DE QUAY IS DEAD AT 83; WAS PREMIER OF NETHERLANDS,282,316,169
Indobit-A-NYT1983 - April 1 - June 30-163.txt,"may 6, 1983",BARCLAY WARBURTON 3D DIES,BARCLAY WARBURTON 3D DIES; FOUNDER OF 'TALL SHIPS' GROUP,138,164,99
Indobit-A-NYT1984_1001-1500-434.txt,"december 5, 1984",Stefan Voitec Is Dead at 84,Stefan Voitec Is Dead at 84; A Vice President of Rumania,127,157,99
Indobit-A-NYT1983 - Oct 1 - Dec 31-74.txt,"october 14, 1983",WILLIAM HORNBECK DEAD AT 82,WILLIAM HORNBECK DEAD AT 82,266,338,186
Indobit-A-NYT1985 - Jan 1 - March 31-63.txt,"january 13, 1985",,,114,133,88
Indobit-A-NYT1984_1-500-465.txt,"april 17, 1984",,,622,704,332
Indobit-A-NYT1984_1-500-275.txt,"march 1, 1984",THE ,THE 'LADY IN BLACK' IS DEAD; PUT ROSES AT VALENTINO GRAVE,257,323,175
Indobit-A-NYT1986_1-500-372.txt,"march 31, 1986",JAMES CAGNEY IS DEAD AT 86,JAMES CAGNEY IS DEAD AT 86; MASTER OF PUGNACIOUS GRACE,2341,2713,1201
Indobit-A-NYT1984_1001-1500-491.txt,"december 16, 1984",ROBERT STODDARD DIES AT 78,ROBERT STODDARD DIES AT 78; A FOUNDER OF BIRCH SOCIETY,107,125,73
Indobit-A-NYT1986_1001-1500-306.txt,"july 14, 1986",EDWARD LIPINSKI DIES AT 97,EDWARD LIPINSKI DIES AT 97; FORMED POLISH RIGHTS GROUP,732,778,395
Indobit-A-NYT1981 - Jan 1 - March 31-80.txt,"january 15, 1981",Philip R. Phillips Is Dead at 85,Philip R. Phillips Is Dead at 85; Ran Apparel Store for 65 Years,119,145,88
Indobit-A-NYT1986_1-500-65.txt,"january 11, 1986",Sir Henry Tucker Dies at 82,Sir Henry Tucker Dies at 82; Was First Leader of Bermuda,181,221,126
Indobit-A-NYT1986_1001-1500-133.txt,"june 1, 1986",Thomas C. Lynch Dies at 83,Thomas C. Lynch Dies at 83; Ex-Attorney General on Coast,203,228,129
Indobit-A-NYT1983 - April 1 - June 30-113.txt,"april 27, 1983",Albert B. Kahn Is Dead at 83,Albert B. Kahn Is Dead at 83; Partner in Trenton Law Firm,172,213,105
Indobit-A-NYT1985 - Oct 1 - Dec 31-61.txt,"october 13, 1985",,,110,133,91
Indobit-A-NYT1986_1001-1500-152.txt,"june 5, 1986",MICHAEL TAYLOR IS DEAD AT 59,MICHAEL TAYLOR IS DEAD AT 59; INNOVATIVE INTERIOR DESIGNER,435,492,263
Indobit-A-NYT1983 - Jan 1 - March 31-96.txt,"january 16, 1983",MEYER LANSKY IS DEAD AT 81,MEYER LANSKY IS DEAD AT 81; FINANCIAL WIZARD OF ORGANIZED CRIME,1651,1868,830
Indobit-A-NYT1984_1-500-140.txt,"february 1, 1984",BRICKTOP,"BRICKTOP, CABARET QUEEN IN PARIS AND ROME, DEAD",877,870,422
Indobit-A-NYT1984_1-500-483.txt,"april 21, 1984",Joseph Weisberg Dies at 73,Joseph Weisberg Dies at 73; Publisher of a Jewish Weekly,134,147,87
Indobit-A-NYT1982_1-500-71.txt,"january 16, 1982",,,130,163,99
Indobit-A-NYT1985 - Oct 1 - Dec 31-10.txt,"october 2, 1985",Adolph Schuman Dies at 73,Adolph Schuman Dies at 73; Was Apparel Maker on Coast,143,161,110
Indobit-A-NYT1985 - Oct 1 - Dec 31-128.txt,"october 30, 1985",WILLIAM M. ALLEN IS DEAT AT 85,WILLIAM M. ALLEN IS DEAT AT 85; LED BOEING IN CRUCIAL TRANSITION,443,495,259
Indobit-A-NYT1987 - Jan 1 - March 31-248.txt,"march 2, 1987",NORWOOD ALLMAN DIES AT 93,NORWOOD ALLMAN DIES AT 93; WORKED IN CHINA AS A LAWYER,226,275,149
Indobit-A-NYT1986_1001-1500-284.txt,"july 10, 1986",MARIE-LOUISE POINT IS DEAD AT 87,MARIE-LOUISE POINT IS DEAD AT 87; RESTAURANTEUR SERVED FRENCH ELITE,565,647,346
Indobit-A-NYT1987 - April 1 - June 30-193.txt,"may 15, 1987",LAWRENCE MORTON DIES AT 82,LAWRENCE MORTON DIES AT 82; CHAMPION OF MODERN MUSIC,350,389,199
Indobit-A-NYT1987 - April 1 - June 30-116.txt,"april 26, 1987",MARY E. MANN IS DEAD AT 63,MARY E. MANN IS DEAD AT 63; PRESIDENT OF TAX COMMISSION,304,346,191
Indobit-A-NYT1986_1-500-403.txt,"april 6, 1986",James J. Mueller Dead at 69,James J. Mueller Dead at 69; A Developer of Shuttle Shield,110,124,82
Indobit-A-NYT1982_1501-1630-39.txt,"december 15, 1982",Phoenix Ingraham Dead at 65,"Phoenix Ingraham Dead at 65; Chief Clerk of City's Civil Court",130,157,87
Indobit-A-NYT1986_1-500-322.txt,"march 17, 1986",Edith Atwater Is Dead at 74,Edith Atwater Is Dead at 74; Actress in Theater and Film,197,232,139
Indobit-A-NYT1980_501-904-374.txt,"december 28, 1980",LIST OF DEATHS OF OUTSTANDING FIGURES IN SPORTS DURING 1980,LIST OF DEATHS OF OUTSTANDING FIGURES IN SPORTS DURING 1980,2197,2738,1089
Indobit-A-NYT1982_501-1000-236.txt,"june 19, 1982",JOHN CHEEVER IS DEAD AT 70,JOHN CHEEVER IS DEAD AT 70; NOVELIST WON PULITZER PRIZE,2310,2545,1052
Indobit-A-NYT1987 - Jan 1 - March 31-302.txt,"march 14, 1987",Marvin A. Asnes Dies at 58,Marvin A. Asnes Dies at 58; Executive at Bowery Savings,203,240,131
Indobit-A-NYT1985 - Jan 1 - March 31-146.txt,"february 1, 1985",K,K,163,193,110
Indobit-A-NYT1981 - July 1 - Sep 30-124.txt,"july 27, 1981","Correction Appended WILLIAM H. NIX IS DEAD AT 48","Correction Appended WILLIAM H. NIX IS DEAD AT 48; DIRECTOR OF MET OPERA STUDIO",301,355,194
Indobit-A-NYT1985 - April 1 - June 30-306.txt,"june 18, 1985",Alois Mertes Is Dead at 63,Alois Mertes Is Dead at 63; Bonn Foreign Ministry Aide,120,140,85
Indobit-A-NYT1985 - July 1 - Sep 30-132.txt,"july 26, 1985",Sherwin Smith Is Dead at 61,Sherwin Smith Is Dead at 61; Former Editor for The Times,161,195,107
Indobit-A-NYT1984_501-1000-75.txt,"may 11, 1984",,,158,180,94
Indobit-A-NYT1982_1501-1630-84.txt,"december 23, 1982",Gladys T. Root Is Dead at 77,Gladys T. Root Is Dead at 77; Prominent California Lawyer,207,214,127
Indobit-A-NYT1980_501-904-333.txt,"december 19, 1980",Barbara Allis Brown Dead at 46,Barbara Allis Brown Dead at 46; Secretary to Nelson Rockefeller,112,111,81
Indobit-A-NYT1985 - April 1 - June 30-148.txt,"may 4, 1985",J. QUINCY HUNSICKER 3d,J. QUINCY HUNSICKER 3d,133,162,99
Indobit-A-NYT1985 - Jan 1 - March 31-365.txt,"march 26, 1985",GEORGE LONDON IS DEAD AT 64,GEORGE LONDON IS DEAD AT 64; MET SINGER KNOWN FOR 'BORIS',743,838,424
Indobit-A-NYT1985 - Jan 1 - March 31-326.txt,"march 15, 1985",WILLIAM,WILLIAM,116,137,79
Indobit-A-NYT1983 - July 1 - Sep 30-51.txt,"july 13, 1983",Geoffrey Bocca Is Dead at 59,Geoffrey Bocca Is Dead at 59; British Novelist and Historian,186,200,114
Indobit-A-NYT1983 - Jan 1 - March 31-352.txt,"march 11, 1983",FAYE EMERSON IS DEAD AT 65,FAYE EMERSON IS DEAD AT 65; ACTRESS AND PERSONALITY,420,504,254
Indobit-A-NYT1982_1001-1500-308.txt,"october 31, 1982",TOMMY THOMPSON DIES AT 49,"TOMMY THOMPSON DIES AT 49; AUTHOR OF 'BLOOD AND MONEY'",454,516,275
Indobit-A-NYT1984_1-500-309.txt,"march 9, 1984",,,165,189,109
Indobit-A-NYT1983 - Oct 1 - Dec 31-382.txt,"december 26, 1983",JOAN MIRO DIES IN SPAIN AT 90,JOAN MIRO DIES IN SPAIN AT 90; INFLUENCED ART FOR 60 YEARS,1926,2242,907
Indobit-A-NYT1984_501-1000-262.txt,"june 25, 1984",CLARENCE CAMPBELL IS DEAD AT 78,CLARENCE CAMPBELL IS DEAD AT 78;PRESIDENT OF N.H.L. FOR 31 YEARS,766,881,421
Indobit-A-NYT1981 - Oct 1 - Dec 31-302.txt,"december 1, 1981",Lester Biederman Dies at 74,Lester Biederman Dies at 74; Former Sports Writer-Editor,119,129,85
Indobit-A-NYT1983 - Jan 1 - March 31-356.txt,"march 12, 1983",MACLEAN,"MACLEAN, AN UPPER CLASS BRITON LURED BY MARXISM",1209,1354,614
Indobit-A-NYT1986_1001-1500-401.txt,"august 5, 1986",BERYL MARKHAM IS DEAD AT 83,BERYL MARKHAM IS DEAD AT 83; FLEW ACROSS ATLANTIC IN 1936,455,532,285
Indobit-A-NYT1984_501-1000-11.txt,"april 28, 1984",C.W.HARWOOD,"C.W.HARWOOD, 36; CONDUCTOR OF 'PORGY' IN NEW YORK IN '83",266,299,167
Indobit-A-NYT1982_1001-1500-257.txt,"october 19, 1982",BESS TRUMAN IS DEAD AT 97,BESS TRUMAN IS DEAD AT 97; WAS PRESIDENT'S 'FULL PARTNER',2195,2402,937
Indobit-A-NYT1987 - April 1 - June 30-285.txt,"june 3, 1987",Fatemeh Pahlevi Dies at 58,"Fatemeh Pahlevi Dies at 58, A Half Sister to Shah of Iran",219,281,154
Indobit-A-NYT1980_1-500-302.txt,"august 15, 1980",MALCOLM P. SHARP IS DEAD AT 83,MALCOLM P. SHARP IS DEAD AT 83; WORKED ON ROSENBERGS' DEFENSE,438,476,240
Indobit-A-NYT1983 - July 1 - Sep 30-225.txt,"august 21, 1983",GEORGE ZAZOFSKY DIES AT 69,GEORGE ZAZOFSKY DIES AT 69; RETIRED VIOLINIST AND TEACHER,230,253,142
Indobit-A-NYT1982_1001-1500-258.txt,"october 19, 1982",MENDES-FRANCE,"MENDES-FRANCE, WHO LEAD FRANCE OUT OF INDOCHINA, IS DEAD AT 75",1078,1187,518
Indobit-A-NYT1981 - Oct 1 - Dec 31-385.txt,"december 19, 1981",GEN. MEHMET SHEHU DEAD AT 68,GEN. MEHMET SHEHU DEAD AT 68; SERVED ALBANIA AS PRIME MINISTER,789,799,420
Indobit-A-NYT1980_1-500-36.txt,"june 12, 1980",JAPANN,JAPANN'S PRIME MINISTER OHIRA DIES AT 70 AS A CRITICAL ELECTION NEARS:HE,971,995,460
Indobit-A-NYT1980_1-500-216.txt,"july 24, 1980",PETER SELLERS DIES ON LONDONM AT 54,PETER SELLERS DIES ON LONDONM AT 54,1764,1967,887
Indobit-A-NYT1986_1001-1500-244.txt,"july 1, 1986",ROBERT DRIVAS IS DEAT AT 50,ROBERT DRIVAS IS DEAT AT 50; A THEATER ACTOR AND DIRECTOR,451,538,265
Indobit-A-NYT1987 - April 1 - June 30-44.txt,"april 11, 1987",Paul E. Gay Dies at 48,Paul E. Gay Dies at 48; Realtor in Manhattan,193,238,125
Indobit-A-NYT1985 - Jan 1 - March 31-314.txt,"march 12, 1985",CHERNENKO IS DEAD IN MOSCOW AT 73,"CHERNENKO IS DEAD IN MOSCOW AT 73; GORBACHEV SUCCEEDS HIM AND URGES ARMS CONTROL AND ECONOMIC VIGOR; TRANSFER IS SWIFT",1269,1381,623
Indobit-A-NYT1982_1-500-279.txt,"march 1, 1982",Daniel Maggin Is Dead at 83,Daniel Maggin Is Dead at 83; Ex-Chairman of Diebold Inc.,208,241,128
Indobit-A-NYT1981 - July 1 - Sep 30-48.txt,"july 11, 1981",Roy A. Hunt Jr. Dead at 56,Roy A. Hunt Jr. Dead at 56; Retired Mellon Bank Official,168,189,93
Indobit-A-NYT1983 - April 1 - June 30-356.txt,"june 12, 1983",NADIA REISENBERG DIES AT 78,NADIA REISENBERG DIES AT 78; CONCERT PIANIST AND TEACHER,310,325,193
Indobit-A-NYT1985 - April 1 - June 30-267.txt,"june 8, 1985",Fred Marshall of Minnesota House Member for 14 Years,Fred Marshall of Minnesota House Member for 14 Years,179,211,126
Indobit-A-NYT1985 - Jan 1 - March 31-346.txt,"march 21, 1985",Janet Rutherfurd Dies at 39,Janet Rutherfurd Dies at 39; Half-Sister of Mrs. Onassis,200,224,127
Indobit-A-NYT1984_1001-1500-129.txt,"september 26, 1984",Clarence Reisen Dies at 62,Clarence Reisen Dies at 62; Official of Lumber Company,158,183,99
Indobit-A-NYT1981 - April 1 - June 30-398.txt,"june 16, 1981",,,535,578,310
Indobit-A-NYT1980_1-500-275.txt,"august 7, 1980",Walter Merrill Hall Dead at 92,Walter Merrill Hall Dead at 92; Former Amateur Tennis Official,222,241,128
Indobit-A-NYT1984_1001-1500-62.txt,"september 9, 1984",Johnnie Parsons Dead at 66,Johnnie Parsons Dead at 66;Won Indianapolis 500 in '50,106,128,81
Indobit-A-NYT1987 - Jan 1 - March 31-219.txt,"february 24, 1987",HENRY JOHN HEINZ 2D DIES AT 78,HENRY JOHN HEINZ 2D DIES AT 78; LED INTERNATIONAL FOOD COMPANY,458,501,264
Indobit-A-NYT1982_1001-1500-496.txt,"december 8, 1982",G.B. KISTIAKOWSKY IS DEAD AT 82,G.B. KISTIAKOWSKY IS DEAD AT 82; BOMB PIONEER SOUGHT NUCLEAR BAN,492,532,265
Indobit-A-NYT1982_1-500-430.txt,"april 4, 1982",ANDREW J. BIEMILLER DIES AT 75,ANDREW J. BIEMILLER DIES AT 75; WAS A.F.L.-C.I.O.'S TOP LOBBYIST,697,765,400
Indobit-A-NYT1985 - Oct 1 - Dec 31-264.txt,"november 29, 1985",FERNAND BRAUDEL DEAD AT 83,FERNAND BRAUDEL DEAD AT 83; FRENCH HISTORIAN AND AUTHOR,619,707,368
Indobit-A-NYT1985 - Oct 1 - Dec 31-238.txt,"november 23, 1985",PRIMATE OF 80,"PRIMATE OF 80,000-MEMBER RUSSIAN CHURCH DIES",483,539,273
Indobit-A-NYT1987 - Jan 1 - March 31-19.txt,"january 4, 1987",DAVID MAYSLES IS DEAD AT 54,"DAVID MAYSLES IS DEAD AT 54, MAKER OF DOCUMENTARY FILMS",656,757,390
Indobit-A-NYT1986_501-1000-58.txt,"september 6, 1986",Arthur P. Upgren Dies at 89,Arthur P. Upgren Dies at 89; An Economist and Professor,206,239,126
Indobit-A-NYT1984_501-1000-346.txt,"july 18, 1984",Harold Lavine Is Dead at 69,Harold Lavine Is Dead at 69; A Former Newsweek Editor,192,227,124
Indobit-A-NYT1983 - April 1 - June 30-103.txt,"april 23, 1983",David F. Enders Dead at 66,David F. Enders Dead at 66; Served 3 Terms in Assembly,107,129,85
Indobit-A-NYT1985 - Jan 1 - March 31-200.txt,"february 15, 1985",Dr,Dr,187,213,115
Indobit-A-NYT1984_1-500-65.txt,"january 15, 1984","Correction Appended RAY A. KROC DIES AT 81","Correction Appended RAY A. KROC DIES AT 81; BUILT MCDONALD'S CHAIN",1762,2017,888
Indobit-A-NYT1985 - Oct 1 - Dec 31-21.txt,"october 5, 1985",MISCHA SCHNEIDER DIES AT 81,MISCHA SCHNEIDER DIES AT 81; CELLIST FOR BUDAPEST QUARTET,367,419,209
Indobit-A-NYT1985 - Jan 1 - March 31-219.txt,"february 18, 1985",JOHN A. MORRIS DIES AT 93,JOHN A. MORRIS DIES AT 93; A PROMINENT RACING FIGURE,1037,620,317
Indobit-A-NYT1984_1001-1500-112.txt,"september 22, 1984",Stan VanDerBeek Dies at 57,Stan VanDerBeek Dies at 57; Made Experimental Movies,176,208,118
Indobit-A-NYT1987 - Jan 1 - March 31-313.txt,"march 17, 1987",GERALD MOORE IS DEAD AT 87,GERALD MOORE IS DEAD AT 87; TOP ACCOMPANIST FOR SINGERS,975,1159,539
Indobit-A-NYT1984_1-500-310.txt,"march 9, 1984",RussellL.Wyckoff,"RussellL.Wyckoff,68,Dies; Founded Jersey Newspaper",167,213,109
Indobit-A-NYT1983 - April 1 - June 30-231.txt,"may 20, 1983",JAMES F. CANTWELL DIES AT 74,JAMES F. CANTWELL DIES AT 74; LED NATIONAL GUARD IN JERSEY,465,475,223
Indobit-A-NYT1983 - Oct 1 - Dec 31-65.txt,"october 12, 1983",WALTER H.C. LAVES IS DEAD AT 81,WALTER H.C. LAVES IS DEAD AT 81; EX-ACADEMIC AND UNESCO OFFICER,288,315,160
